alpha_name,beta_name,alpha_value,beta_value,rho,cf_terms,best_p,best_q,best_approx,delta,abs_error,n_lock,tau_scaled,pair,carrier,abs_delta,Crystal_n_start,Crystal_n_end,Crystal_count,Crystal_mean_err,Crystal_lock_scaled_pct,Crystal_lock_soft_pct,Transit_n_start,Transit_n_end,Transit_count,Transit_mean_err,Transit_lock_scaled_pct,Transit_lock_soft_pct,PostCrk_n_start,PostCrk_n_end,PostCrk_count,PostCrk_mean_err,PostCrk_lock_scaled_pct,PostCrk_lock_soft_pct
pi_over_e,log3,1.1557273497909217,1.0986122886681098,0.5388966392638082,"[0; 1, 1, 5, 1, 12, 1, 3, 18, 2]",7,13,0.5384615384615384,0.0004351008022697167,0.0004351008022697167,2298.3179869663977,0.007692307692307693,pi_over_e / log3,7/13,0.0004351008022697167,1,229,229,0.050036592261014534,7.423580786026202,49.78165938864629,2068.0,2528.0,461,0.05014543162900817,7.592190889370933,49.891540130151846,2757.0,3447.0,691,0.34968268864058166,0.0,0.0
pi_over_3,pi_over_4,1.0471975511965976,0.7853981633974483,0.8090878340879781,"[0; 1, 4, 4, 4, 1, 26, 14, 1, 7]",17,21,0.8095238095238095,-0.00043597543583140386,0.00043597543583140386,2293.7072087398756,0.004761904761904762,pi_over_3 / pi_over_4,17/21,0.00043597543583140386,1,229,229,0.05013717512061058,4.366812227074235,49.78165938864629,2064.0,2523.0,460,0.05013717512061041,4.782608695652174,49.78260869565217,2752.0,3440.0,689,0.3497799493339951,0.0,0.0
log3,silver_inv,1.0986122886681098,0.41421356237309515,0.8932940253692743,"[0; 1, 8, 2, 1, 2, 4, 6, 1, 2]",25,28,0.8928571428571429,0.00043688251213136464,0.00043688251213136464,2288.944904481124,0.0035714285714285713,log3 / silver_inv,25/28,0.00043688251213136464,1,228,228,0.05002304763904653,3.508771929824561,50.0,2060.0,2517.0,458,0.050023047639043264,3.711790393013101,50.0,2746.0,3433.0,688,0.3497485212299971,0.0,0.0
log3,silver,1.0986122886681098,2.414213562373095,0.10670597463072574,"[0; 9, 2, 1, 2, 4, 6, 1, 2, 3]",3,28,0.10714285714285714,-0.0004368825121313924,0.0004368825121313924,2288.944904480979,0.0035714285714285713,log3 / silver,3/28,0.0004368825121313924,1,228,228,0.0500230476390451,3.508771929824561,50.0,2060.0,2517.0,458,0.05002304763904512,3.711790393013101,50.0,2746.0,3433.0,688,0.3497485212299553,0.0,0.0
log3,pi_over_4,1.0986122886681098,0.7853981633974483,0.6106719437475665,"[0; 1, 1, 1, 1, 3, 6, 1, 3, 558]",11,18,0.6111111111111112,-0.0004391673635446569,0.0004391673635446569,2277.0362349530888,0.005555555555555556,log3 / pi_over_4,11/18,0.0004391673635446569,1,227,227,0.05006507944408563,5.286343612334802,49.77973568281938,2049.0,2504.0,456,0.050065149238860795,5.482456140350877,49.780701754385966,2732.0,3415.0,684,0.34978089185435174,0.0,0.0
silver,two_pi,2.414213562373095,6.283185307179586,0.47956068614615216,"[0; 2, 11, 1, 2, 1, 2, 1, 1, 2]",12,25,0.48,-0.0004393138538478225,0.0004393138538478225,2276.2769515263185,0.004,silver / two_pi,12/25,0.0004393138538478225,1,227,227,0.05008177933865382,3.9647577092511015,49.77973568281938,2048.0,2503.0,456,0.05008231297305007,3.9473684210526314,50.0,2731.0,3414.0,684,0.3497918159474889,0.0,0.0
silver_inv,two_pi,0.41421356237309515,6.283185307179586,0.5204393138538479,"[0; 1, 1, 11, 1, 2, 1, 2, 1, 1]",13,25,0.52,0.000439313853847878,0.000439313853847878,2276.2769515260306,0.004,silver_inv / two_pi,13/25,0.000439313853847878,1,227,227,0.050081779338659996,3.9647577092511015,49.77973568281938,2048.0,2503.0,456,0.0500823129730558,3.9473684210526314,50.0,2731.0,3414.0,684,0.34979181594765946,0.0,0.0
e,zeta3,2.718281828459045,1.202056903159594,0.43377336232645725,"[0; 2, 3, 3, 1, 1, 1, 3, 7, 5]",13,30,0.43333333333333335,0.00044002899312389765,0.00044002899312389765,2272.577524723315,0.0033333333333333335,e / zeta3,13/30,0.00044002899312389765,1,227,227,0.05016330521612603,3.0837004405286343,49.77973568281938,2045.0,2499.0,455,0.05005361471591921,3.296703296703297,50.10989010989011,2727.0,3408.0,682,0.3497889364076014,0.0,0.0
phi_over_pi,log3,0.5150362148004839,1.0986122886681098,0.9448868984616219,"[0; 1, 17, 6, 1, 11, 1, 1, 11, 1]",17,18,0.9444444444444444,0.0004424540171774627,0.0004424540171774627,2260.1218684356813,0.005555555555555556,phi_over_pi / log3,17/18,0.0004424540171774627,1,226,226,0.050218530949639135,5.3097345132743365,50.0,2034.0,2486.0,453,0.05010779229671894,5.518763796909492,49.88962472406181,2712.0,3390.0,679,0.34992720640836134,0.0,0.0
e,log3,2.718281828459045,1.0986122886681098,0.6328878118864747,"[0; 1, 1, 1, 2, 1, 1, 1, 1, 1]",19,30,0.6333333333333333,-0.00044552144685860995,0.00044552144685860995,2244.5608557142223,0.0033333333333333335,e / log3,19/30,0.00044552144685860995,1,224,224,0.05012116277159691,3.125,50.0,2020.0,2469.0,450,0.05012116277159799,3.3333333333333335,49.77777777777778,2693.0,3366.0,674,0.34970722325824943,0.0,0.0
phi,log2,1.618033988749895,0.6931471805599453,0.6870535851890041,"[0; 1, 2, 5, 8, 1, 1, 3, 2, 14]",11,16,0.6875,-0.00044641481099594316,0.00044641481099594316,2240.0690464750005,0.00625,phi / log2,11/16,0.00044641481099594316,1,224,224,0.050221666237043196,6.25,50.0,2016.0,2464.0,449,0.05010988262263016,6.23608017817372,49.88864142538976,2688.0,3360.0,673,0.3499583884517332,0.0,0.0
phi_inv,log2,0.6180339887498948,0.6931471805599453,0.31294641481099594,"[0; 3, 5, 8, 1, 1, 3, 2, 14, 21]",5,16,0.3125,0.00044641481099594316,0.00044641481099594316,2240.0690464750005,0.00625,phi_inv / log2,5/16,0.00044641481099594316,1,224,224,0.050221666237043674,6.25,50.0,2016.0,2464.0,449,0.050109882622637755,6.23608017817372,49.88864142538976,2688.0,3360.0,673,0.34995838845173133,0.0,0.0
log10,euler_gamma,2.302585092994046,0.577215664901532,0.4823061325262983,"[0; 2, 13, 1, 1, 1, 2, 3, 2, 1]",14,29,0.4827586206896552,-0.0004524881633569122,0.0004524881633569122,2210.0025613514736,0.0034482758620689655,log10 / euler_gamma,14/29,0.0004524881633569122,1,221,221,0.050226186132614925,3.167420814479638,49.7737556561086,1989.0,2431.0,443,0.050112811353491014,3.3860045146726865,49.887133182844245,2652.0,3315.0,664,0.3499984353752847,0.0,0.0
log3,ln_phi,1.0986122886681098,0.48121182505960347,0.8714223519924355,"[0; 1, 6, 1, 3, 2, 32, 2, 1, 2]",27,31,0.8709677419354839,0.0004546100569515765,0.0004546100569515765,2199.6873687871725,0.0032258064516129032,log3 / ln_phi,27/31,0.0004546100569515765,1,219,219,0.05000710626467406,3.1963470319634704,49.77168949771689,1979.0,2419.0,441,0.05012120964568963,3.1746031746031744,49.88662131519274,2639.0,3299.0,661,0.3497372590892422,0.0,0.0
sqrt7,silver,2.6457513110645907,2.414213562373095,0.10390768325359767,"[0; 9, 1, 1, 1, 1, 1, 13, 1, 16]",3,29,0.10344827586206896,0.00045940739152870724,0.00045940739152870724,2176.7172632387055,0.0034482758620689655,sqrt7 / silver,3/29,0.00045940739152870724,1,217,217,0.05007540567662893,3.225806451612903,49.76958525345622,1959.0,2394.0,436,0.050075405676628736,3.4403669724770642,50.0,2612.0,3265.0,654,0.34996862000710205,0.0,0.0
sqrt7,silver_inv,2.6457513110645907,0.41421356237309515,0.8960923167464023,"[0; 1, 8, 1, 1, 1, 1, 1, 13, 1]",26,29,0.896551724137931,-0.0004594073915287211,0.0004594073915287211,2176.7172632386396,0.0034482758620689655,sqrt7 / silver_inv,26/29,0.0004594073915287211,1,217,217,0.050075405676628666,3.225806451612903,49.76958525345622,1959.0,2394.0,436,0.05007540567662795,3.4403669724770642,50.0,2612.0,3265.0,654,0.3499686200071033,0.0,0.0
euler_gamma,e,0.577215664901532,2.718281828459045,0.4504606870183536,"[0; 2, 4, 1, 1, 4, 1, 7, 9, 5]",9,20,0.45,0.0004606870183536116,0.0004606870183536116,2170.6711067608717,0.005,euler_gamma / e,9/20,0.0004606870183536116,1,217,217,0.0502148850005449,4.6082949308755765,49.76958525345622,1953.0,2387.0,435,0.05010015921933041,5.057471264367816,49.88505747126437,2604.0,3256.0,653,0.3498129637761144,0.0,0.0
pi,phi,3.141592653589793,1.618033988749895,0.3788482041305046,"[0; 2, 1, 1, 1, 3, 2, 3, 2, 1]",11,29,0.3793103448275862,-0.0004621406970816144,0.0004621406970816144,2163.843189563111,0.0034482758620689655,pi / phi,11/29,0.0004621406970816144,1,216,216,0.05014226563335714,3.2407407407407405,50.0,1947.0,2380.0,434,0.05014226563335783,3.4562211981566824,50.0,2596.0,3245.0,650,0.3496819058269104,0.0,0.0
inv_pi,phi,0.3183098861837907,1.618033988749895,0.6211517958694954,"[0; 1, 1, 1, 1, 1, 3, 2, 3, 2]",18,29,0.6206896551724138,0.0004621406970816144,0.0004621406970816144,2163.843189563111,0.0034482758620689655,inv_pi / phi,18/29,0.0004621406970816144,1,216,216,0.05014226563335747,3.2407407407407405,50.0,1947.0,2380.0,434,0.050142265633357566,3.4562211981566824,50.0,2596.0,3245.0,650,0.3496819058269099,0.0,0.0
phi_over_pi,phi,0.5150362148004839,1.618033988749895,0.6211517958694956,"[0; 1, 1, 1, 1, 1, 3, 2, 3, 2]",18,29,0.6206896551724138,0.00046214069708183647,0.00046214069708183647,2163.843189562071,0.0034482758620689655,phi_over_pi / phi,18/29,0.00046214069708183647,1,216,216,0.05014226563338171,3.2407407407407405,50.0,1947.0,2380.0,434,0.05014226563338219,3.4562211981566824,50.0,2596.0,3245.0,650,0.3496819058275595,0.0,0.0
pi,phi_inv,3.141592653589793,0.6180339887498948,0.6211517958694959,"[0; 1, 1, 1, 1, 1, 3, 2, 3, 2]",18,29,0.6206896551724138,0.0004621406970820585,0.0004621406970820585,2163.8431895610315,0.0034482758620689655,pi / phi_inv,18/29,0.0004621406970820585,1,216,216,0.0501422656334059,3.2407407407407405,50.0,1947.0,2380.0,434,0.050142265633405764,3.4562211981566824,50.0,2596.0,3245.0,650,0.34968190582820763,0.0,0.0
inv_pi,phi_inv,0.3183098861837907,0.6180339887498948,0.37884820413050413,"[0; 2, 1, 1, 1, 3, 2, 3, 2, 1]",11,29,0.3793103448275862,-0.0004621406970820585,0.0004621406970820585,2163.8431895610315,0.0034482758620689655,inv_pi / phi_inv,11/29,0.0004621406970820585,1,216,216,0.05014226563340539,3.2407407407407405,50.0,1947.0,2380.0,434,0.05014226563340551,3.4562211981566824,50.0,2596.0,3245.0,650,0.349681905828208,0.0,0.0
phi_over_pi,phi_inv,0.5150362148004839,0.6180339887498948,0.37884820413050413,"[0; 2, 1, 1, 1, 3, 2, 3, 2, 1]",11,29,0.3793103448275862,-0.0004621406970820585,0.0004621406970820585,2163.8431895610315,0.0034482758620689655,phi_over_pi / phi_inv,11/29,0.0004621406970820585,1,216,216,0.05014226563340539,3.2407407407407405,50.0,1947.0,2380.0,434,0.05014226563340551,3.4562211981566824,50.0,2596.0,3245.0,650,0.349681905828208,0.0,0.0
pi_over_sqrt2,log10,2.221441469079183,2.302585092994046,0.9569847073900554,"[0; 1, 22, 4, 25, 4, 1, 1, 5, 2]",22,23,0.9565217391304348,0.0004629682596205553,0.0004629682596205553,2159.9752881970594,0.004347826086956522,pi_over_sqrt2 / log10,22/23,0.0004629682596205553,1,215,215,0.05000057203902347,4.186046511627907,49.76744186046512,1943.0,2375.0,433,0.05011708958987661,4.387990762124711,49.88452655889146,2591.0,3239.0,649,0.34955247679400375,0.0,0.0
sqrt2_over_pi,log10,0.4501581580785531,2.302585092994046,0.04301529260994463,"[0; 23, 4, 25, 4, 1, 1, 5, 2, 2]",1,23,0.043478260869565216,-0.0004629682596205831,0.0004629682596205831,2159.97528819693,0.004347826086956522,sqrt2_over_pi / log10,1/23,0.0004629682596205831,1,215,215,0.0500005720390231,4.186046511627907,49.76744186046512,1943.0,2375.0,433,0.050117089589873424,4.387990762124711,49.88452655889146,2591.0,3239.0,649,0.3495524767940032,0.0,0.0
pi_over_3,e_over_pi,1.0471975511965976,0.8652559794322651,0.6813540139921177,"[0; 1, 2, 7, 4, 3, 5, 1, 2, 6]",15,22,0.6818181818181818,-0.0004641678260640658,0.0004641678260640658,2154.393182482185,0.004545454545454545,pi_over_3 / e_over_pi,15/22,0.0004641678260640658,1,215,215,0.05013012521492429,4.186046511627907,49.76744186046512,1938.0,2369.0,432,0.050130970134636264,4.62962962962963,50.0,2585.0,3231.0,647,0.3498000381944493,0.0,0.0
pi_over_3,pi_over_e,1.0471975511965976,1.1557273497909217,0.3186459860078823,"[0; 3, 7, 4, 3, 5, 1, 2, 6, 1]",7,22,0.3181818181818182,0.0004641678260641213,0.0004641678260641213,2154.3931824819274,0.004545454545454545,pi_over_3 / pi_over_e,7/22,0.0004641678260641213,1,215,215,0.05013012521492463,4.186046511627907,49.76744186046512,1938.0,2369.0,432,0.05013097013463679,4.62962962962963,50.0,2585.0,3231.0,647,0.3498000381944498,0.0,0.0
two_pi,pi_over_4,6.283185307179586,0.7853981633974483,0.3917742277651026,"[0; 2, 1, 1, 4, 3, 1, 4, 6, 1]",9,23,0.391304347826087,0.0004698799390156494,0.0004698799390156494,2128.2032216461466,0.004347826086956522,two_pi / pi_over_4,9/23,0.0004698799390156494,1,212,212,0.05004221350516848,4.245283018867925,50.0,1915.0,2341.0,427,0.050159632014020246,4.449648711943794,49.88290398126464,2553.0,3192.0,640,0.34973012482250176,0.0,0.0
zeta3,silver,1.202056903159594,2.414213562373095,0.2088038240558377,"[0; 4, 1, 3, 1, 2, 1, 8, 1, 5]",5,24,0.20833333333333334,0.000470490722504352,0.000470490722504352,2125.4404224532827,0.004166666666666667,zeta3 / silver,5/24,0.000470490722504352,1,212,212,0.0501072619467145,3.7735849056603774,50.0,1912.0,2337.0,426,0.050108234785579256,4.225352112676056,49.76525821596244,2550.0,3188.0,639,0.34983788286501216,0.0,0.0
zeta3,silver_inv,1.202056903159594,0.41421356237309515,0.7911961759441622,"[0; 1, 3, 1, 3, 1, 2, 1, 8, 1]",19,24,0.7916666666666666,-0.00047049072250437973,0.00047049072250437973,2125.440422453157,0.004166666666666667,zeta3 / silver_inv,19/24,0.00047049072250437973,1,212,212,0.050107261946720535,3.7735849056603774,50.0,1912.0,2337.0,426,0.05010823478558486,4.225352112676056,49.76525821596244,2550.0,3188.0,639,0.3498378828651728,0.0,0.0
euler_gamma,pi_over_2,0.577215664901532,1.5707963267948966,0.7830815783137588,"[0; 1, 3, 1, 1, 1, 1, 3, 2, 1]",18,23,0.782608695652174,0.00047288266158485026,0.00047288266158485026,2114.689501722338,0.004347826086956522,euler_gamma / pi_over_2,18/23,0.00047288266158485026,1,211,211,0.05012556212799763,4.265402843601896,49.763033175355446,1903.0,2326.0,424,0.05012556212799886,4.245283018867925,50.0,2537.0,3172.0,636,0.34984355749405105,0.0,0.0
e,ln_phi,2.718281828459045,0.48121182505960347,0.632848293619338,"[0; 1, 1, 1, 2, 1, 1, 1, 1, 1]",19,30,0.6333333333333333,-0.00048503971399527224,0.00048503971399527224,2061.6868498519425,0.0033333333333333335,e / ln_phi,19/30,0.00048503971399527224,1,206,206,0.05020161039851374,2.912621359223301,50.0,1855.0,2267.0,413,0.05008086351971791,3.389830508474576,49.87893462469734,2474.0,3092.0,619,0.34986552404892524,0.0,0.0
e_over_pi,pi_over_sqrt2,0.8652559794322651,2.221441469079183,0.8186697434414825,"[0; 1, 4, 1, 1, 16, 2, 1, 1, 4]",9,11,0.8181818181818182,0.0004879252596642347,0.0004879252596642347,2049.494221078345,0.00909090909090909,e_over_pi / pi_over_sqrt2,9/11,0.0004879252596642347,1,204,204,0.050012339115589055,8.823529411764707,50.0,1844.0,2254.0,411,0.050134610361486226,9.245742092457421,49.63503649635037,2459.0,3074.0,616,0.34984523086124464,0.0,0.0
pi_over_e,sqrt2_over_pi,1.1557273497909217,0.4501581580785531,0.8186697434414825,"[0; 1, 4, 1, 1, 16, 2, 1, 1, 4]",9,11,0.8181818181818182,0.0004879252596642347,0.0004879252596642347,2049.494221078345,0.00909090909090909,pi_over_e / sqrt2_over_pi,9/11,0.0004879252596642347,1,204,204,0.050012339115589055,8.823529411764707,50.0,1844.0,2254.0,411,0.050134610361486226,9.245742092457421,49.63503649635037,2459.0,3074.0,616,0.34984523086124464,0.0,0.0
e_over_pi,sqrt2_over_pi,0.8652559794322651,0.4501581580785531,0.18133025655851748,"[0; 5, 1, 1, 16, 2, 1, 1, 4, 1]",2,11,0.18181818181818182,-0.00048792525966434575,0.00048792525966434575,2049.4942210778786,0.00909090909090909,e_over_pi / sqrt2_over_pi,2/11,0.00048792525966434575,1,204,204,0.050012339115594974,8.823529411764707,50.0,1844.0,2254.0,411,0.050134610361491756,9.245742092457421,49.63503649635037,2459.0,3074.0,616,0.3498452308613983,0.0,0.0
pi_over_e,pi_over_sqrt2,1.1557273497909217,2.221441469079183,0.18133025655851748,"[0; 5, 1, 1, 16, 2, 1, 1, 4, 1]",2,11,0.18181818181818182,-0.00048792525966434575,0.00048792525966434575,2049.4942210778786,0.00909090909090909,pi_over_e / pi_over_sqrt2,2/11,0.00048792525966434575,1,204,204,0.050012339115594974,8.823529411764707,50.0,1844.0,2254.0,411,0.050134610361491756,9.245742092457421,49.63503649635037,2459.0,3074.0,616,0.3498452308613983,0.0,0.0
sqrt7,pi_over_3,2.6457513110645907,1.0471975511965976,0.09726295372514926,"[0; 10, 3, 1, 1, 4, 6, 146, 1, 55]",3,31,0.0967741935483871,0.0004887601767621652,0.0004887601767621652,2045.9932039156463,0.0032258064516129032,sqrt7 / pi_over_3,3/31,0.0004887601767621652,1,204,204,0.050097918118121657,2.941176470588235,50.0,1841.0,2250.0,410,0.05009791811812176,3.1707317073170733,50.0,2455.0,3068.0,614,0.34971122812871175,0.0,0.0
sqrt7,log3,2.6457513110645907,1.0986122886681098,0.34532215345821804,"[0; 2, 1, 8, 1, 1, 1, 1, 31, 1]",10,29,0.3448275862068966,0.000494567251321465,0.000494567251321465,2021.9697065020741,0.0034482758620689655,sqrt7 / log3,10/29,0.000494567251321465,1,202,202,0.05019857600913082,2.9702970297029703,50.0,1819.0,2224.0,406,0.0501985760091315,3.4482758620689653,50.0,2426.0,3032.0,607,0.3496740288563402,0.0,0.0
pi_over_e,pi_over_2,1.1557273497909217,1.5707963267948966,0.32049474914375087,"[0; 3, 8, 3, 8, 1, 3, 2, 3, 1]",8,25,0.32,0.0004947491437508611,0.0004947491437508611,2021.2263378945152,0.004,pi_over_e / pi_over_2,8/25,0.0004947491437508611,1,202,202,0.05021703809071318,3.9603960396039604,50.0,1819.0,2223.0,405,0.05009332189908104,3.950617283950617,49.876543209876544,2425.0,3031.0,607,0.34967566415236717,0.0,0.0
e_over_pi,pi_over_2,0.8652559794322651,1.5707963267948966,0.6795052508562491,"[0; 1, 2, 8, 3, 8, 1, 3, 2, 3]",17,25,0.68,-0.0004947491437509166,0.0004947491437509166,2021.2263378942882,0.004,e_over_pi / pi_over_2,17/25,0.0004947491437509166,1,202,202,0.050217038090713394,3.9603960396039604,50.0,1819.0,2223.0,405,0.050093321899080195,3.950617283950617,49.876543209876544,2425.0,3031.0,607,0.34967566415236695,0.0,0.0
pi_over_4,pi,0.7853981633974483,3.141592653589793,0.7889768772034397,"[0; 1, 3, 1, 2, 1, 4, 1, 5, 4]",15,19,0.7894736842105263,-0.0004968070070866526,0.0004968070070866526,2012.854057482287,0.005263157894736842,pi_over_4 / pi,15/19,0.0004968070070866526,1,201,201,0.05017750771575086,4.975124378109453,49.75124378109453,1811.0,2214.0,404,0.050177507715752294,5.198019801980198,49.75247524752475,2415.0,3019.0,605,0.3498246382544035,0.0,0.0
pi_over_4,inv_pi,0.7853981633974483,0.3183098861837907,0.21102312279656035,"[0; 4, 1, 2, 1, 4, 1, 5, 4, 1]",4,19,0.21052631578947367,0.0004968070070866804,0.0004968070070866804,2012.8540574821745,0.005263157894736842,pi_over_4 / inv_pi,4/19,0.0004968070070866804,1,201,201,0.05017750771575358,4.975124378109453,49.75124378109453,1811.0,2214.0,404,0.0501775077157537,5.198019801980198,49.75247524752475,2415.0,3019.0,605,0.3498246382544787,0.0,0.0
sqrt5,sqrt7,2.23606797749979,2.6457513110645907,0.8270874753469162,"[0; 1, 4, 1, 3, 1, 1, 1, 1, 2]",24,29,0.8275862068965517,-0.0004987315496355338,0.0004987315496355338,2005.086705925836,0.0034482758620689655,sqrt5 / sqrt7,24/29,0.0004987315496355338,1,200,200,0.050122520738372464,3.0,50.0,1804.0,2205.0,402,0.050122735877579455,3.482587064676617,50.0,2406.0,3007.0,602,0.3498169390886042,0.0,0.0
sqrt5,sqrt2,2.23606797749979,1.4142135623730951,0.3219280948873622,"[0; 3, 9, 2, 2, 4, 6, 2, 1, 1]",9,28,0.32142857142857145,0.0004995234587907293,0.0004995234587907293,2001.907983302423,0.0035714285714285713,sqrt5 / sqrt2,9/28,0.0004995234587907293,1,200,200,0.05020210760847057,3.5000000000000004,50.0,1801.0,2202.0,402,0.05020210760847078,3.731343283582089,50.0,2402.0,3002.0,601,0.3497123856526151,0.0,0.0
pi_over_sqrt2,two_pi,2.221441469079183,6.283185307179586,0.4342816558067091,"[0; 2, 3, 3, 3, 2, 7, 1, 1, 1]",10,23,0.43478260869565216,-0.0005009528889430848,0.0005009528889430848,1996.1956943891664,0.004347826086956522,pi_over_sqrt2 / two_pi,10/23,0.0005009528889430848,1,199,199,0.05009528889430969,4.0201005025125625,49.74874371859296,1796.0,2195.0,400,0.05009577906265804,4.25,50.0,2395.0,2994.0,600,0.34981755925717456,0.0,0.0
sqrt2_over_pi,two_pi,0.4501581580785531,6.283185307179586,0.5657183441932909,"[0; 1, 1, 3, 3, 3, 2, 7, 1, 1]",13,23,0.5652173913043478,0.0005009528889431403,0.0005009528889431403,1996.1956943889452,0.004347826086956522,sqrt2_over_pi / two_pi,13/23,0.0005009528889431403,1,199,199,0.0500952888943097,4.0201005025125625,49.74874371859296,1796.0,2195.0,400,0.05009577906265576,4.25,50.0,2395.0,2994.0,600,0.34981755925717456,0.0,0.0
sqrt11,phi_over_pi,3.3166247903554,0.5150362148004839,0.19304445914847013,"[0; 5, 5, 1, 1, 4, 2, 2, 1, 1]",6,31,0.1935483870967742,-0.0005039279483040615,0.0005039279483040615,1984.4106749098526,0.0032258064516129032,sqrt11 / phi_over_pi,6/31,0.0005039279483040615,1,198,198,0.05014083085625466,3.0303030303030303,50.0,1785.0,2182.0,398,0.050141870808841194,3.015075376884422,49.74874371859296,2381.0,2976.0,596,0.349771009532443,0.0,0.0
log10,sqrt2_over_pi,2.302585092994046,0.4501581580785531,0.9550512225767342,"[0; 1, 21, 4, 25, 4, 1, 1, 5, 2]",21,22,0.9545454545454546,0.0005057680312796631,0.0005057680312796631,1977.1910009216313,0.004545454545454545,log10 / sqrt2_over_pi,21/22,0.0005057680312796631,1,197,197,0.05007103509669104,4.060913705583756,49.746192893401016,1779.0,2174.0,396,0.05007152298638903,4.545454545454546,50.0,2372.0,2965.0,594,0.3496419914698889,0.0,0.0
log10,pi_over_sqrt2,2.302585092994046,2.221441469079183,0.04494877742326575,"[0; 22, 4, 25, 4, 1, 1, 5, 2, 2]",1,22,0.045454545454545456,-0.0005057680312797047,0.0005057680312797047,1977.1910009214687,0.004545454545454545,log10 / pi_over_sqrt2,1/22,0.0005057680312797047,1,197,197,0.05007103509669064,4.060913705583756,49.746192893401016,1779.0,2174.0,396,0.05007152298638781,4.545454545454546,50.0,2372.0,2965.0,594,0.3496419914698886,0.0,0.0
catalan,log2,0.915965594177219,0.6931471805599453,0.2394908092626967,"[0; 4, 5, 1, 2, 3, 3, 4, 6, 6]",6,25,0.24,-0.0005091907373032944,0.0005091907373032944,1963.900610792847,0.004,catalan / log2,6/25,0.0005091907373032944,1,196,196,0.05015528762437539,3.571428571428571,50.0,1767.0,2160.0,394,0.05015528762437544,3.807106598984772,50.0,2356.0,2945.0,590,0.34961004922240535,0.0,0.0
phi_over_pi,euler_gamma,0.5150362148004839,0.577215664901532,0.2074078143558713,"[0; 4, 1, 4, 1, 1, 2, 134, 2, 3]",6,29,0.20689655172413793,0.0005112626317333724,0.0005112626317333724,1955.9418935227563,0.0034482758620689655,phi_over_pi / euler_gamma,6/29,0.0005112626317333724,1,195,195,0.05010373790987019,3.076923076923077,49.743589743589745,1760.0,2151.0,392,0.050103737909870286,3.316326530612245,49.744897959183675,2347.0,2933.0,587,0.3497333477760954,0.0,0.0
e,pi_over_3,2.718281828459045,1.0471975511965976,0.6836969209162049,"[0; 1, 2, 6, 5, 4, 4, 15, 1, 1]",13,19,0.6842105263157895,-0.0005136053995845602,0.0005136053995845602,1947.0200290122916,0.005263157894736842,e / pi_over_3,13/19,0.0005136053995845602,1,194,194,0.050076526459492926,5.154639175257731,50.0,1752.0,2141.0,390,0.05007657921338507,5.384615384615385,50.0,2336.0,2920.0,585,0.34975499010817895,0.0,0.0
phi_inv,catalan,0.6180339887498948,0.915965594177219,0.48224133883496734,"[0; 2, 13, 1, 1, 2, 1, 2, 1, 1]",14,29,0.4827586206896552,-0.0005172818546878566,0.0005172818546878566,1933.1820572044423,0.0034482758620689655,phi_inv / catalan,14/29,0.0005172818546878566,1,193,193,0.050176339904720126,3.1088082901554404,49.740932642487046,1739.0,2126.0,388,0.05017682534229022,3.350515463917526,49.74226804123711,2319.0,2899.0,581,0.34958835888056283,0.0,0.0
phi,catalan,1.618033988749895,0.915965594177219,0.5177586611650336,"[0; 1, 1, 13, 1, 1, 2, 1, 2, 1]",15,29,0.5172413793103449,0.0005172818546886893,0.0005172818546886893,1933.1820572013305,0.0034482758620689655,phi / catalan,15/29,0.0005172818546886893,1,193,193,0.05017633990480614,3.1088082901554404,49.740932642487046,1739.0,2126.0,388,0.05017682534236728,3.350515463917526,49.74226804123711,2319.0,2899.0,581,0.34958835888288,0.0,0.0
zeta3,inv_pi,1.202056903159594,0.3183098861837907,0.8392335365168385,"[0; 1, 5, 4, 1, 1, 5, 1, 1, 3]",26,31,0.8387096774193549,0.0005238590974836477,0.0005238590974836477,1908.910248583046,0.0032258064516129032,zeta3 / inv_pi,26/31,0.0005238590974836477,1,190,190,0.05002854380969141,3.1578947368421053,50.0,1718.0,2099.0,382,0.05002854380968969,3.4031413612565444,50.0,2290.0,2863.0,574,0.3497229646666996,0.0,0.0
zeta3,pi,1.202056903159594,3.141592653589793,0.16076646348316148,"[0; 6, 4, 1, 1, 5, 1, 1, 3, 1]",5,31,0.16129032258064516,-0.0005238590974836754,0.0005238590974836754,1908.9102485829449,0.0032258064516129032,zeta3 / pi,5/31,0.0005238590974836754,1,190,190,0.05002854380969141,3.1578947368421053,50.0,1718.0,2099.0,382,0.05002854380969163,3.4031413612565444,50.0,2290.0,2863.0,574,0.34972296466670133,0.0,0.0
phi,silver_inv,1.618033988749895,0.41421356237309515,0.45402059677455087,"[0; 2, 4, 1, 14, 1, 12, 1, 6, 1]",5,11,0.45454545454545453,-0.0005248577709036639,0.0005248577709036639,1905.2780685294397,0.00909090909090909,phi / silver_inv,5/11,0.0005248577709036639,1,190,190,0.05012391712130134,8.947368421052632,50.0,1714.0,2095.0,382,0.050124681238727854,9.162303664921465,49.73821989528796,2286.0,2857.0,572,0.34967175787881133,0.0,0.0
